StudentID,FirstName,LastName,Major,HighSchoolGPA,FamilyIncome,State,AvgDailyStudyTime,TotalAbsence,FirstYearGPA,isGRA
202309037,Daniel,Mcduffee,Software Engineering,3.62,328708,FL,7.82,18,3.29,1
202303759,Peter,Garnes,Information Technology,3.2,226172,AL,6.46,9,3.13,1
202309504,Hector,Zager,Information Technology,2.5,120751,GA,6.23,24,2.75,0
202309969,Clement,Craycraft,Software Engineering,2.99,143732,GA,4.26,19,2.35,0
202304305,Jerome,Thibault,Data Science,2.55,43334,GA,6.03,18,2.6,0
202301806,Ham,Eppard,Data Science,3.29,87417,SC,2.97,13,2.24,0
202302467,Gabe,Frame,Information Technology,2.47,94456,GA,7.6,21,3.04,0
202309273,General,Edmundson,Computer Science,4,47461,FL,9.47,18,3.1,1
202305121,Ida,Meis,Software Engineering,2.17,126921,GA,6.17,24,2.64,0
202300335,Justus,Glanton,Software Engineering,3.56,340297,GA,7.04,8,3.04,0
202307643,Francis,Wilk,Data Science,3.17,36606,AL,5.02,10,2.62,0
202304065,Merton,Pletcher,Computer Science,3.08,283609,TN,7.93,16,2.88,0
202304257,Gilbert,Santistevan,Information Technology,2.6,87882,GA,5.34,14,2.13,0
202306275,Conrad,Maturo,Information Technology,3.71,144269,GA,6.43,17,2.83,0
202300738,Lawton,Erdmann,Computer Science,3.23,37458,FL,7.29,15,2.88,0
202305181,Bedford,Hovis,Software Engineering,2.78,351307,SC,8.38,21,2.73,0
202301513,Arno,Mulvaney,Software Engineering,2.73,98740,GA,3.73,19,2.18,0
202305563,Allie,Erhardt,Data Science,3.53,70206,GA,6.38,13,3.08,0
202305119,Eldon,Brashier,Data Science,3.31,87731,GA,11.31,17,3.93,1
202308512,Luis,Jervis,Information Technology,3.27,67974,AL,7.18,,3.16,0
202304036,Mathias,Binning,Software Engineering,2.86,232062,SC,4.15,13,2.35,0
202306676,Nicholas,Reina,Software Engineering,3.2,92036,FL,6.35,17,2.58,0
202308016,Augustine,Hamill,Information Technology,3.84,142045,GA,9.39,14,3.59,1
202309034,Jennie,Frenette,Data Science,2.11,165847,GA,5.38,17,2.04,0
202301339,Hamilton,Sinks,Computer Science,2.72,70189,TN,5.49,17,2.49,0
202303176,Ludwig,Racca,Software Engineering,3.67,108973,SC,7.62,7,2.65,0
202301707,Elizabeth,Markowitz,Information Technology,3.08,267551,GA,4.86,12,2.79,0
202300365,Wilson,Mcilvaine,Computer Science,3.21,102186,GA,6.48,18,2.32,0
202306108,Jonas,Oakes,Information Technology,2.74,109285,AL,4.24,18,2.68,0
202300034,Wilton,Constable,Software Engineering,2.25,106520,GA,5.42,20,2.4,0
202303349,Carey,Ohler,Computer Science,3.51,85922,SC,4.18,17,2.33,0
202300648,Norman,Lecuyer,Software Engineering,3.41,74062,GA,7.46,21,2.94,0
202303569,Omer,Creel,Data Science,2.89,295335,GA,6.68,21,2.62,0
202300435,Orville,Chronister,Information Technology,3.23,89572,GA,7.49,13,3.11,1
202308504,Lucian,Iorio,Software Engineering,3.33,74388,GA,8.3,13,3.07,0
202305379,Mose,Buteau,Information Technology,3.72,285409,FL,8.34,17,3.42,1
202301439,Allan,Feuerstein,Computer Science,3.29,40250,GA,5.33,11,2.29,0
202303074,Kirby,Santiesteban,Data Science,4,236566,TN,7.89,7,3.43,1
202306531,Jasper,Montanez,Data Science,3.39,27343,GA,8.88,20,3.18,0
202307087,Saul,Halton,Computer Science,2.85,57400,GA,4.88,16,2.28,0
202309666,Calvin,Elswick,Computer Science,2.55,29382,,5.22,21,2.35,0
202302358,Nelson,Abril,Software Engineering,3.1,35947,GA,6.4,10,2.77,0
202301378,Brady,Lusher,Software Engineering,3.04,50908,FL,7.89,13,2.75,0
202305324,Johnson,Jang,Software Engineering,2.43,260962,GA,5.88,20,2.47,0
202301288,Nick,Sayers,Computer Science,3.11,67141,GA,8.18,10,2.89,0
202304468,Silas,Esau,Computer Science,3.73,78114,SC,9.99,10,3.23,0
202300054,Odell,Eppley,Computer Science,2.86,116357,AL,7.51,17,2.64,0
202304162,Alois,Grob,Data Science,1.97,49958,GA,5.2,30,2.11,0
202307297,Erle,Makela,Information Technology,2.99,99629,,6.93,12,3.3,1
202305432,Luis,Wallingford,Data Science,3.28,186104,FL,6.84,7,3.01,0
202303043,Waldo,Erskine,Computer Science,3.05,212364,TN,5.96,24,2.11,0
202302617,Toney,Fulbright,Information Technology,3.18,472911,GA,3.32,14,2.35,0
202307553,Carlos,Lugo,Computer Science,2.91,36317,GA,4.04,17,2.12,0
202309376,Alton,Carmean,Information Technology,2.96,190257,GA,8.77,13,3.14,1
202302837,Malcolm,Hubley,Software Engineering,2.79,121614,GA,5.64,11,2.38,0
202302700,Murl,Fishman,Information Technology,3.75,237030,AL,9.14,7,3.76,1
202302371,Arvil,Portalatin,Computer Science,2.39,114049,FL,0.42,28,1.21,0
202309763,Pablo,Lamoreaux,Computer Science,3.57,259449,GA,8.4,23,2.97,0
202300143,Everett,Geibel,Software Engineering,3.46,53797,GA,6.82,13,2.66,0
202308559,Milburn,Batman,Data Science,3.54,99111,,4.06,11,2.7,0
202308359,Claud,Mester,Information Technology,2.62,17837,SC,8.69,25,3.1,0
202305247,Allan,Cromwell,Information Technology,3.24,36737,GA,8.91,13,3.52,1
202305501,Claude,Macinnis,Software Engineering,3.66,92849,GA,,17,3.07,0
202304577,Jesus,Madera,Information Technology,3,137623,TN,6.9,,2.48,0
202303612,Malcolm,Hegge,Software Engineering,3.6,202482,AL,5.98,13,2.29,0
202308511,August,Strehlow,Data Science,3.24,66292,SC,8.71,5,3.61,1
202304049,Bedford,Ellett,Software Engineering,3.27,94966,GA,7.23,18,2.7,0
202305640,Glenn,Keil,Information Technology,3.01,118097,GA,9.54,13,3.42,1
202305869,Gail,Woltz,Software Engineering,3.5,290602,GA,8.02,7,3.04,0
202303023,Berry,April,Information Technology,2.61,303472,GA,2.3,21,2.07,0
202306422,Jerry,Kobus,Data Science,2.78,356316,FL,9.96,26,3.35,1
202301507,Steven,Pabst,Computer Science,2.32,72319,GA,6.69,19,2.89,0
202304584,Victor,Gage,Software Engineering,2.46,167805,GA,7,28,2.67,0
202307096,Gust,Zobel,Data Science,2.65,44129,AL,2.18,23,1.46,0
202301289,Ruth,Scheibe,Computer Science,3,193213,GA,6.29,14,2.69,0
202302119,Joe,Spade,Software Engineering,2.41,42490,SC,7.41,20,2.94,0
202306903,Leroy,Vannatter,Computer Science,3.27,245520,TN,7.54,7,2.81,0
202309660,Elbert,Dziedzic,Software Engineering,3.54,58121,FL,10.17,10,3.71,1
202309972,June,Bostic,Information Technology,3.96,110553,GA,9.54,9,3.77,1
202309820,Nathaniel,Petrovich,Software Engineering,2.68,109785,GA,4.26,22,2.16,0
202309215,Elijah,Busey,Computer Science,2.23,57436,SC,6.59,11,2.76,0
202309347,Lyman,Meinhardt,Software Engineering,2.68,300327,GA,4.61,15,2.63,0
202303272,Pablo,Runion,Software Engineering,3.48,32306,AL,4.84,12,2.4,0
202303788,Elton,Bankes,Computer Science,2.92,77287,GA,5.05,23,2.27,0
202301491,Peyton,Goodale,Data Science,2.92,80140,FL,7.09,7,3.17,0
202303535,Chance,Knepper,Information Technology,3.25,66676,SC,8.01,18,3.09,0
202309293,Kirk,Burkett,Data Science,4,134174,GA,5.26,4,3.08,0
202302053,Oral,Waldrep,Information Technology,3.06,137713,GA,6.78,24,2.63,0
202304450,Olaf,Faherty,Software Engineering,3.03,93260,GA,6.6,13,2.66,0
202308253,Darrell,Adelman,Data Science,2.58,34894,TN,7.34,24,3.03,0
202303845,Jacob,Celaya,Software Engineering,2.75,46394,SC,4.62,15,2.26,0
202303478,Sandy,Boardman,Software Engineering,3.22,113497,AL,4.9,14,2.31,0
202305924,Dewey,Godsey,Computer Science,2.93,28318,GA,7.13,11,2.71,0
202307154,Arthur,Everage,Data Science,3.22,247707,GA,6.45,23,2.71,0
202309340,Farris,Wesley,Computer Science,2.89,273396,GA,4.81,14,2.14,0
202306662,Elijah,Hursh,Information Technology,2.62,136976,SC,3.89,12,2.55,0
202308482,Samual,Degroat,Computer Science,2.9,286934,GA,5.34,19,2.49,0
202309465,Carter,Penney,Information Technology,2.2,103137,GA,2.71,23,1.95,0
202300264,Carlos,Forehand,Information Technology,2.2,133730,FL,7.66,20,3.13,0
202303947,Arlie,Morejon,Information Technology,3.07,47506,GA,7.86,15,3.22,0
202307057,Ace,Bernier,Information Technology,2.56,99360,AL,2.9,22,2.26,0
202305967,Humphrey,Arevalo,Data Science,2.67,137349,GA,4.45,28,2.32,0
202309089,Bedford,Buchanon,Software Engineering,3.11,58027,TN,7.06,16,2.56,0
202302605,Alf,Radel,Computer Science,3.45,47979,GA,8.64,22,3.53,1
202307162,Wallace,Simonian,Data Science,1.93,28883,GA,5.94,31,2.76,0
202303403,Bradford,Bangert,Data Science,2.14,76020,FL,3.61,25,1.86,0
202306630,Margaret,Cervenka,Information Technology,3,313955,GA,7.77,14,2.93,0
202304830,Fernando,Baugus,Computer Science,3.83,88810,GA,5.71,18,2.57,0
202305667,Casimir,Rohm,Software Engineering,3.06,31778,GA,6.92,15,3.08,0
202308762,Mose,Bahr,Information Technology,3.2,165305,AL,3.13,19,2,0
202302024,Hugo,Woolridge,Computer Science,2.86,56287,SC,0,15,1.5,0
202301113,Eldridge,Deatherage,Information Technology,3.25,47203,GA,4.7,10,2.39,0
202307210,Vernon,Speicher,Software Engineering,2.74,172099,FL,4.86,18,2.77,0
202306187,Bradley,Clayton,Computer Science,3.68,226702,GA,4.76,8,2.59,0
202308879,Vincent,Giannotti,Information Technology,2.74,46702,GA,6.33,9,3.08,0
202308855,Terry,Jenson,Computer Science,3.35,43694,TN,5.55,18,2.56,0
202307113,Adolphus,Trickey,Information Technology,3.03,85784,GA,9.01,15,3.62,1
202307306,Ezra,Patch,Computer Science,2.46,20901,GA,0,19,1.2,0
202307401,Joe,Hanover,Software Engineering,2.72,34911,AL,5.46,22,2.42,0
202309906,Lindsay,Clendenin,Data Science,3.05,61185,FL,6.34,9,2.72,0
202308969,Bob,Burkard,Computer Science,3.72,37228,SC,6.37,19,2.57,0
202303080,Bertie,Fu,Data Science,2.88,31651,GA,,17,2.46,0
202301657,Richard,Mackie,Data Science,3.43,192457,GA,7.17,16,3.33,1
202306526,Wallace,Kristoff,Software Engineering,2.53,223539,GA,10.51,19,3.58,1
202301867,Bertram,Leong,Computer Science,3.72,95669,GA,4.28,1,2.6,0
202307838,Isadore,Purdie,Software Engineering,2.95,247831,SC,8.61,21,3.14,0
202301264,Willie,Daily,Information Technology,2.53,38128,FL,1.6,22,1.82,0
202308165,Bert,Calcote,Information Technology,2.99,175935,AL,5.99,17,2.82,0
202309362,Walker,Czech,Computer Science,2.76,217076,TN,3.07,14,2.06,0
202300881,Phillip,Onken,Computer Science,3.48,232705,GA,,12,3.44,1
202303841,Elzie,Deck,Software Engineering,3.11,339025,SC,7.97,24,2.66,0
202304487,Jonah,Middleton,Information Technology,3.94,68474,GA,13.97,15,4,1
202302975,Fritz,Sholes,Information Technology,2.79,174680,GA,6.76,11,3.24,0
202303170,Truman,Silvester,Information Technology,3.04,141553,FL,6.29,25,2.37,0
202307994,Milburn,Tiggs,Computer Science,3.15,159807,,6.24,17,2.47,0
202306914,Adam,Russell,Computer Science,3.23,23640,SC,10.42,19,3.3,1
202303183,Max,Wardwell,Computer Science,3.2,38851,AL,5.03,22,2.33,0
202306707,Rice,Pamplin,Computer Science,3.36,192747,GA,5.89,8,2.61,0
202309786,Harper,Heiney,Computer Science,2.19,281197,GA,7.69,26,2.71,0
202309420,Cornelious,Maturo,Software Engineering,3.2,53541,GA,4.09,19,2.5,0
202303914,Oren,Simonds,Information Technology,2.79,45723,FL,6.65,12,3.31,1
202309138,Tobe,Alspach,Software Engineering,3.44,165612,TN,7.81,15,3.15,0
202300556,Huey,Hohenstein,Information Technology,2.83,118360,GA,4.43,26,2.38,0
202309800,Milan,Rojo,Information Technology,2.72,189690,GA,10.57,14,3.4,1
202300849,Owen,Mateos,Data Science,2.47,401795,GA,2.51,17,2.28,0
202300663,Bedford,Hatfield,Computer Science,3.75,98418,AL,8.63,9,3.03,0
202304891,Melvin,Bohon,Computer Science,3.06,195741,GA,7.87,17,2.95,0
202305411,Edmund,Lotito,Information Technology,3.28,70060,FL,5.66,5,2.83,0
202302067,Angus,Tolan,Information Technology,3.22,55609,GA,6.58,19,3.19,1
202308658,Eligah,Huggard,Data Science,3,23475,GA,5.03,15,2.61,0
202304735,Antone,Conwell,Computer Science,2.49,249887,SC,5.32,20,2.2,0
202302476,Austin,Fellers,Information Technology,2.3,307022,GA,7.58,25,2.94,0
202305072,Nicholas,Crofton,Computer Science,3.61,46979,GA,5.03,6,2.77,0
202309150,Harve,Swope,Data Science,2.78,158403,GA,5.46,22,2.26,0
202304671,Joe,Heit,Data Science,1.9,100676,TN,,25,2.78,0
202305649,Clem,Berthiaume,Data Science,3.5,66450,SC,5.11,14,2.6,0
202300433,Claude,Goforth,Data Science,3.71,189459,GA,6.48,15,3.26,1
202301397,Emery,Horrell,Data Science,2.57,25021,GA,0.82,18,1.4,0
202307924,Jule,Arney,Software Engineering,3.52,102143,GA,3.64,19,1.74,0
202300773,Titus,Hoss,Software Engineering,3.13,40613,GA,6.58,20,2.7,0
202307330,Lavern,Buchert,Information Technology,3.52,275343,SC,,17,2.72,0
202306109,Dave,Weisz,Information Technology,3.52,58658,FL,9.88,6,3.67,1
202305401,Ed,Feola,Computer Science,3.07,42449,GA,7.82,16,2.92,0
202306282,Casimir,Crenshaw,Computer Science,2.13,448877,AL,4.64,27,2,0
202301481,Willian,Strunk,Software Engineering,3.22,86409,GA,3.35,10,2.5,0
202307937,Jessee,Trombetta,Information Technology,2.59,65336,SC,6.55,19,2.98,0
202301588,Fletcher,Rucks,Information Technology,3.13,164440,GA,4.77,12,2.66,0
202309248,Roscoe,Coreas,Information Technology,2.56,30428,TN,6.58,17,3.29,1
202306112,Levi,Edison,Computer Science,3.06,63144,FL,,13,2.34,0
202303720,Desmond,Kothari,Computer Science,2.94,34325,GA,9.25,12,3.4,1
202305760,Stanford,Puccio,Information Technology,2.81,116448,SC,6.6,18,2.89,0
202307238,Willam,Malhotra,Information Technology,3.11,132899,GA,2.99,14,2.16,0
202303903,Riley,Hayek,Computer Science,3.1,180431,AL,7.5,16,2.92,0
202306788,Roby,Ellenberger,Data Science,3.25,31989,GA,5.29,13,2.97,0
202301385,Gregory,Bufford,Data Science,2.24,216387,GA,6.32,22,2.73,0
202306147,Harve,Krewson,Data Science,1.94,47317,FL,3.82,37,1.94,0
202303293,Van,Cabada,Information Technology,2.54,245118,GA,7.28,24,3.12,0
202306721,Norris,Cearley,Software Engineering,2.63,72406,GA,8.36,19,3.35,1
202308640,Micheal,Smith,Information Technology,3.63,106213,GA,6.47,18,3.25,1
202301997,William,Krupp,Computer Science,3.19,159258,GA,7.17,14,2.89,0
202305406,Aron,Naas,Software Engineering,3.53,72614,TN,7,20,2.66,0
202307202,Milburn,Lindahl,Software Engineering,2.58,24908,AL,3.6,16,2.34,0
202300424,Dale,Admire,Information Technology,3.94,112121,FL,6.23,14,3.11,1
202306963,Larry,Rosenblum,Computer Science,3.77,123778,GA,10.92,14,3,0
202303355,Antonio,Mcquay,Computer Science,3.55,117112,GA,7.55,4,3.1,0
202308100,Wilton,Lockard,Computer Science,3.46,313930,SC,11.55,13,3.6,1
202309220,Melvin,Pannell,Information Technology,3.53,45555,GA,6.8,24,2.91,0
202302360,Benjamine,Caso,Information Technology,2.71,78387,GA,5.97,21,2.93,0
202303452,Clifton,Besse,Information Technology,3.62,386599,,5.6,18,3.11,1
202306137,Clyde,Blom,Software Engineering,3.74,50054,FL,6.8,15,2.87,0
202305557,Otho,Janney,Information Technology,2.48,319244,AL,3.93,17,2.68,0
202305313,Ashby,Spoto,Computer Science,3.41,323514,GA,6.57,10,2.44,0
202305358,Coleman,Gallien,Information Technology,2.59,122113,GA,5.34,16,2.75,0
202302115,Elmore,Buehler,Computer Science,3.83,51765,TN,8.93,9,3.36,1
202306714,Hill,Comfort,Data Science,2.77,79632,GA,3.59,11,2.36,0
202304458,Doctor,Esquilin,Software Engineering,2.4,126128,SC,3.66,20,1.96,0
202308669,Antone,Hamm,Data Science,3.78,98215,FL,5.66,15,3.07,0
202308180,Webster,Cloyd,Software Engineering,1.97,31352,GA,5.02,23,2.36,0
202301181,Dave,Mock,Data Science,2.89,28550,GA,5.18,16,2.42,0
202309985,Alva,Obregon,Computer Science,2.34,48665,AL,0.2,24,1.69,0
202300938,Rene,Riches,Information Technology,3.46,155050,SC,6.52,10,2.68,0
202300681,Chancy,Chaudhry,Information Technology,3.14,194264,GA,7.16,19,3.13,1
202300496,Jason,Beaudet,Information Technology,2.9,37240,GA,4.52,13,2.42,0
202300300,Benjaman,Orcutt,Software Engineering,2.52,86385,FL,1.65,27,1.69,0
202309959,Leon,Laduke,Computer Science,2.89,84421,GA,9.6,16,3.33,1
202300083,Mont,Chamberland,Software Engineering,3.12,59173,SC,4.65,19,2.41,0
202306781,Rene,Travis,Computer Science,3.28,73921,,9.8,17,3.51,1
202306385,Edmund,Rachal,Software Engineering,2.5,117399,GA,4.24,25,2.57,0
202304889,Jackson,Ruple,Computer Science,3.4,62237,AL,6.63,13,2.6,0
202301904,Leon,Everage,Data Science,3.27,79861,GA,6.59,16,3.08,0
202305543,Van,Penix,Data Science,3.46,131745,FL,7.57,20,2.87,0
202300188,Wilfred,Ocon,Data Science,3.05,399041,WA,9.78,11,3.85,1
202305496,Riley,Farnam,Data Science,2.01,128355,GA,3.93,27,2.19,0
202308290,Wash,Burgeson,Data Science,3.15,132167,GA,6.34,15,2.72,0
202307364,Ellsworth,Earnhart,Data Science,3.45,85152,GA,10.13,12,3.74,1
202301652,Pleasant,Cayton,Computer Science,2.87,129791,SC,7.48,20,2.89,0
202301843,Hamilton,Maize,Computer Science,2.92,55033,GA,4.08,18,2.38,0
202303840,Elton,Erlandson,Computer Science,3.52,46722,AL,5.37,22,2.29,0
202306384,Addison,Rockhill,Information Technology,3.03,124122,GA,12.66,17,4,1
202301522,Wendell,Yiu,Information Technology,3.25,154242,TN,4.7,27,3.05,1
202300197,Nathan,Fryar,Information Technology,2.96,80074,SC,7.3,12,2.98,0
202309689,Omer,Jasinski,Information Technology,2.76,539925,GA,1.71,8,2.06,0
202309584,Julian,Deardorff,Data Science,3.07,52854,,4.32,24,2.23,0
202301534,Lester,Radel,Computer Science,2.66,40864,GA,4.05,14,2.27,0
202309075,Ephriam,Bainbridge,Computer Science,3.81,232257,FL,8.72,23,2.83,0
202309983,August,Willhoite,Computer Science,3.7,61034,SC,6.19,12,2.68,0
202304502,Phil,Brigance,Information Technology,2.38,64443,AL,3.89,20,2.17,0
202302518,Eldon,Monette,Computer Science,2.85,114722,GA,6.25,9,2.7,0
202309450,Golden,Moraga,Computer Science,1.77,331880,GA,0,27,1.29,0
202302177,Alonzo,Welsch,Data Science,2.77,260695,GA,5.92,,2.79,0
202302085,Morton,Gully,Computer Science,2.87,25462,SC,4.43,8,2.39,0
202303602,Cyrus,Longenecker,Software Engineering,2.93,87339,FL,3.79,15,2.61,0
202306515,Asberry,Fordyce,Computer Science,3.07,159831,TN,5.5,21,2.46,0
202307199,Josephine,Parramore,Information Technology,2.16,115053,GA,5.16,14,2.54,0
202302783,Earnest,Haake,Computer Science,3.28,191941,GA,4.62,12,2.6,0
202309032,Beatrice,Simons,Software Engineering,4,71686,AL,6.53,11,2.57,0
202304535,Simon,Byrom,Software Engineering,2.52,74124,GA,7.53,21,2.68,0
202301754,Burr,Mcewan,Data Science,3.32,244510,GA,7.64,12,3.17,1
202305020,Darwin,Ference,Software Engineering,3.4,42291,FL,8.83,6,3.4,1
202302596,Ebenezer,Moffatt,Computer Science,2.09,149181,GA,1.15,27,1.26,0
202304925,Lacy,Bray,Information Technology,2.32,232007,SC,2.49,23,1.89,0
202308918,Mark,Tobia,Data Science,4,224408,GA,,8,3.11,1
202305719,Gail,Kirschner,Data Science,2.97,57045,GA,5.37,14,2.76,0
202302194,Gus,Zander,Computer Science,3.21,127661,GA,6.37,13,2.56,0
202302499,Leigh,Rioux,Data Science,3.8,90747,AL,12.17,14,4,1
202303340,Cletus,Schiavo,Information Technology,3.15,44691,TN,4.97,10,2.7,0
202301901,Zack,Holub,Data Science,3.21,157494,GA,8.81,23,3.34,1
202306993,Isaac,Urso,Computer Science,2.83,84358,GA,9.59,15,3.12,1
202301202,Carlos,Hanlin,Information Technology,3.27,73837,GA,3.93,19,2.41,0
202301388,Leland,Dugas,Information Technology,2.59,33329,GA,8.84,24,3.32,1
202308910,Harrison,Kindler,Information Technology,2.99,33846,SC,9.35,22,3.55,1
202308653,Leroy,Caesar,Software Engineering,3.89,49345,GA,5.82,17,2.58,0
202303852,Tyler,Anger,Software Engineering,3.44,94505,FL,9.38,13,3.37,0
202300001,Noah,Archey,Information Technology,2.76,26192,AL,1.32,16,1.86,0
202303575,Dempsey,Steinbach,Computer Science,3.29,70985,GA,4.62,22,1.84,0
202303446,Jonathan,Girardin,Computer Science,2.32,27297,SC,1.94,23,1.63,0
202305227,Everette,Procter,Data Science,2.96,124715,GA,8.61,15,3.11,1
202306242,Paul,Pavon,Information Technology,2.7,214826,GA,4.57,17,2.33,0
202302922,Eli,Montague,Software Engineering,4,156731,TN,9.98,15,3.38,1
202304774,Tommie,Silvers,Information Technology,2.5,42342,FL,2.74,21,1.92,0
202306226,Dock,Hauenstein,Computer Science,1.84,95221,SC,0.85,21,1.33,0
202307305,Wilhelm,Selzer,Information Technology,3.88,78027,GA,6.93,13,3.28,0
202309017,Price,Norgaard,Computer Science,2.27,179170,AL,1.18,16,1.49,0
202303742,Sterling,Tait,Data Science,3.39,165680,GA,8.92,13,3.08,1
202306058,Levy,Eisele,Data Science,4,130785,GA,10.92,2,4,1
202302454,Ford,Lyon,Data Science,3.92,146358,SC,6.44,8,2.62,0
202303073,Elliott,Kaczmarek,Software Engineering,3.31,106969,FL,4.43,19,2.34,0
202305899,Lucious,Estevez,Information Technology,3.13,37497,GA,5.15,19,2.58,0
202307346,Manuel,Seeley,Data Science,2.79,104640,GA,5.54,22,2.58,0
202300701,Leslie,Cripps,Computer Science,3.09,89714,GA,5.93,19,2.44,0
202309615,Cash,Bufford,Software Engineering,3.48,43203,SC,3.94,17,2.1,0
202306651,Llewellyn,Stowers,Data Science,2.45,118364,TN,2.56,18,2.16,0
202309472,Burl,Hane,Information Technology,2.27,34707,GA,4.72,27,2.09,0
202304193,Dewey,Lombardi,Information Technology,3.33,25210,FL,5.88,17,2.44,0
202304078,Lillard,Youn,Information Technology,3.48,96587,NY,9.82,7,4,1
202303623,Frances,Cuyler,Information Technology,4,133381,,8.16,3,3.99,1
202307901,Julian,Kegler,Computer Science,2.84,176886,GA,2.21,17,1.62,0
202301923,Marie,Adkisson,Data Science,1.57,866534,GA,4.95,31,2.25,0
202300132,Linus,Escamilla,Data Science,2.48,208823,,2.48,13,2.09,0
202301610,Alex,Cuff,Data Science,2.76,38555,GA,4.8,9,2.54,0
202309602,Furman,Decicco,Information Technology,3.63,52389,AL,9.18,20,3.52,1
202307126,Cooper,Toone,Software Engineering,3.19,72310,,8.36,18,3.1,0
202303191,Gustav,Tillman,Computer Science,3.39,75841,GA,6.95,10,2.28,0
202301782,Gabriel,Boltz,Information Technology,3.25,40153,GA,9.9,20,3.51,1
202307426,Margaret,Lahman,Information Technology,3.05,87355,TN,7.09,16,3.34,1
202309481,Bruno,Klumpp,Information Technology,2.28,64530,SC,6.76,19,2.78,0
202306236,Commodore,Agosto,Software Engineering,3.8,41567,GA,8.08,18,3.19,0
202303993,Neal,Dobler,Software Engineering,3.31,416707,FL,9.06,18,3.17,0
202300970,Aron,Spears,Data Science,2.24,295753,GA,6.05,18,2.63,0
202300704,Allison,Holz,Information Technology,2.91,267739,AL,3.29,17,2.1,0
202303163,Murphy,Slover,Information Technology,3.22,342248,SC,2.4,23,2.04,0
202307340,Jones,Walk,Data Science,3.45,58993,GA,4.74,17,2.15,0
202307456,Alonza,Cypert,Information Technology,2.22,110372,GA,5.97,18,2.53,0
202300957,Gustave,Lorick,Software Engineering,3.25,179014,GA,10.07,24,2.99,0
202307336,Wayne,Achenbach,Data Science,2.65,536349,FL,3.61,13,2.4,0
202300441,Romeo,Swarthout,Information Technology,3.24,60771,SC,7.36,22,3.05,0
202308820,Percy,Guillot,Information Technology,3.51,38348,GA,3.98,12,2.68,0
202309366,Ernie,Cauble,Software Engineering,2.7,185397,TN,7.86,18,2.95,0
202305941,Elzy,Heintzelman,Information Technology,3.6,290276,AL,9.75,22,3.49,1
202304785,Santos,Kiley,Software Engineering,2.64,210895,GA,6.91,16,2.96,0
202309311,Edward,Giller,Data Science,2.9,270878,,9.4,22,3.11,0
202307753,Iva,Sigrist,Computer Science,4,257258,FL,7.54,10,3.17,1
202305465,Henery,Clegg,Computer Science,3.13,252675,GA,6.43,7,2.42,0
202300289,Benjiman,Baldonado,Software Engineering,3.48,45249,GA,7.76,20,3.02,0
202300846,Emmitt,Cortez,Software Engineering,2.87,240967,GA,6.24,21,2.66,0
202307926,Logan,Cromer,Computer Science,2.86,472935,SC,7.23,17,2.71,0
202302002,Grover,Thieman,Information Technology,2.88,165876,GA,8.33,19,3.49,1
202300474,Lillie,Reel,Software Engineering,3.71,209939,AL,12.74,13,4,1
202301123,Anthony,Carsten,Data Science,2.78,42563,FL,5.99,25,2.4,0
202308777,Leigh,Newson,Software Engineering,2.66,29558,GA,,25,2.58,0
202304685,Hoyt,Drager,Data Science,3.1,83137,TN,7.07,24,2.58,0
202301487,Solomon,Demby,Computer Science,3.77,246988,GA,9.6,25,3.65,1
202304299,Jefferson,Almodovar,Computer Science,3.65,66164,GA,6.28,16,2.71,0
202304776,Dorsey,Dicarlo,Data Science,2.85,33077,GA,9.03,18,3.35,1
202305051,Isidore,Abarca,Computer Science,4,269439,GA,7.82,11,2.98,0
202300431,Boyce,Ferland,Data Science,3.05,402351,FL,2.87,7,1.98,0
202307179,Alvah,Busby,Computer Science,3.7,168909,AL,7.97,13,2.72,0
202304555,Bryant,Witten,Information Technology,2.75,423929,GA,,17,2.78,0
202304907,Neil,Hameed,Computer Science,3.17,111343,GA,5.08,25,2.16,0
202301758,Wilbur,Othman,Information Technology,3.28,230340,GA,5.7,13,2.68,0
202309316,Hugo,Seibold,Data Science,2.63,52912,SC,5.27,15,3.08,1
202303553,Ike,Nusbaum,Software Engineering,2.58,26119,GA,6.79,34,2.68,0
202306559,Emett,Kalman,Information Technology,3.17,224055,FL,8.51,14,3.36,1
202304869,Anton,Tigges,Data Science,3.32,69299,,10.46,20,3.59,1
202306995,Uriah,Creer,Information Technology,2.02,43937,GA,0.1,21,1.55,0
202306178,Curtis,Gerner,Data Science,3.86,86037,AL,6.63,14,2.98,0
202308714,Manford,Coggins,Computer Science,3.17,332227,,8.08,20,2.85,0
202309730,Baxter,Elias,Computer Science,3.28,286692,GA,8.83,19,3.13,0
202305582,Fredrick,Vanderford,Computer Science,3.34,29985,GA,10.73,22,3.38,1
202309375,Norris,Gayden,Information Technology,2.85,495826,FL,2.4,,2.22,0
202302372,Michael,Richman,Computer Science,4,32210,SC,8.84,16,3.31,1
202309892,Lacy,Anton,Software Engineering,3.02,163481,GA,6.61,17,2.53,0
202308310,Ell,Benke,Software Engineering,2.05,45446,GA,3.68,30,1.77,0
202305648,Elzie,Enderle,Information Technology,2.19,44714,GA,2.74,17,2.11,0
202307731,Adolph,Cornman,Data Science,3.84,43195,AL,7.23,15,2.94,0
